YEAR,Day of the Year,Relative Huminidity,Precipitation (mm/day),Temperature at 2 Meters Maximum ©, Temperature at 2 Meters Minimum ©,Temperature at 2 Meters Range ©
1983,25,51.34,0,27.07,14.85,12.22
1983,26,55.05,0,27.3,16.19,11.11
1983,27,54.49,0,27.58,15.29,12.29
1983,28,58.28,0,27.6,15.4,12.2
1983,29,64.24,0,26.54,14.59,11.95
1983,30,70.63,0,26.17,16.28,9.89
1983,31,71.62,0.94,25.41,16.94,8.47
1983,32,57.31,0.01,26.36,16.28,10.08
1983,33,44.77,0,27.67,14.61,13.06
1983,34,44.05,0,26.88,14.55,12.33
1983,35,39.55,0,25.36,13.41,11.95
1983,36,38.78,0,24.53,11.3,13.23
1983,37,34.76,0,24.62,10.4,14.22
1983,38,32.85,0,26.05,12.27,13.78
1983,39,33.26,0,25.55,15.11,10.44
1983,40,42.75,0,26.74,15,11.74
1983,41,51.42,0.03,29.22,15.01,14.21
1983,42,40.64,0,29.24,15.78,13.46
1983,43,38.36,0,28.21,15.4,12.81
1983,44,34.84,0,28.43,14.37,14.06
1983,45,33.38,0,30.15,15.57,14.58
1983,46,59.47,0,30.65,17.85,12.8
1983,47,70.03,0,31.33,19.34,11.99
1983,48,60.66,0,32.06,19.09,12.97
1983,49,51.87,0,30.96,20.02,10.94
1983,50,68.47,0.6,28.23,20.35,7.88
1983,51,56.38,0.19,30.63,20.16,10.47
1983,52,53.85,0,29.81,18.14,11.67
1983,53,60.09,9.59,29.43,17.77,11.66
1983,54,64.96,4.31,28.32,17.42,10.9
1983,55,54.37,0.1,30.43,17.8,12.63
1983,56,51.29,0,30.15,18.64,11.51
1983,57,64.16,0.13,25.17,17.92,7.25
1983,58,67.84,2.7,29.06,18.78,10.28
1983,59,62.29,0.71,29.03,19.1,9.93
1983,60,61.08,0,29.49,17.84,11.65
1983,61,57.61,0,30.43,17.3,13.13
1983,62,58.65,0,31.44,18.6,12.84
1983,63,63.13,0.18,32.21,19.55,12.66
1983,64,65.57,1.22,31.84,20.92,10.92
1983,65,67.07,0,30.83,20.58,10.25
1983,66,60.03,0,31.19,21.16,10.03
1983,67,63.95,0,30.41,21.19,9.22
1983,68,69.9,0,31.17,20.32,10.85
1983,69,73.74,0.01,31.39,21.65,9.74
1983,70,73.35,0.03,32.25,21.16,11.09
1983,71,69.63,0,33.33,22.19,11.14
1983,72,74.17,0,32.65,20.98,11.67
1983,73,68.33,0,32.81,23.39,9.42
1983,74,72.24,0.01,32.91,21.31,11.6
1983,75,76.22,0.13,30.65,23.21,7.44
1983,76,70.25,0.24,32.46,22.69,9.77
1983,77,71.15,0,31.58,23.14,8.44
1983,78,75.8,2.6,30.74,22.7,8.04
1983,79,75.85,1.37,30.53,23.13,7.4
1983,80,73.53,0.06,29.78,23.66,6.12
1983,81,76.01,1.91,28.42,22.71,5.71
1983,82,53.17,0.01,31.71,21.87,9.84
1983,83,38.99,0,31.78,18.71,13.07
1983,84,37.02,0,32.69,19.43,13.26
1983,85,55.32,0,32.84,19.38,13.46
1983,86,67.26,0,33.68,21.11,12.57
1983,87,74.22,0,33.47,22.92,10.55
1983,88,68.5,0,34.35,22.79,11.56
1983,89,63.27,0.02,35.41,23.25,12.16
1983,90,51.89,0,36.1,23.42,12.68
1983,91,49.86,0,36.89,21.45,15.44
1983,92,57.26,0,36.03,23.55,12.48
1983,93,63.51,0,34.42,24.02,10.4
1983,94,62.02,0,36.85,24.3,12.55
1983,95,61.36,0,36.53,24.19,12.34
1983,96,65.46,0.01,34.99,25.05,9.94
1983,97,66.48,0,35.1,25.76,9.34
1983,98,68.62,0.03,33.93,25.89,8.04
1983,99,68.55,0.04,35.19,25.11,10.08
1983,100,64.12,0.14,34.87,25.2,9.67
1983,101,68.03,4.38,33,24.34,8.66
1983,102,62.46,0.07,34.05,23.4,10.65
1983,103,62.04,0.06,34.38,23.41,10.97
1983,104,68.81,0.22,33.32,25.99,7.33
1983,105,61.3,0.05,34.65,26.5,8.15
1983,106,47.6,0,33.07,24.59,8.48
1983,107,41.84,0,37.05,23.46,13.59
1983,108,40.94,0,38.55,24.4,14.15
1983,109,39.06,0,38.54,24.71,13.83
1983,110,32.99,0,38.53,24.65,13.88
1983,111,35.29,0,36.74,23.42,13.32
1983,112,57.85,0,35.75,25.85,9.9
1983,113,58.27,0.08,35.38,25.48,9.9
1983,114,62.48,0.31,34.31,25.51,8.8
1983,115,65.1,0.41,34.44,25,9.44
1983,116,68.7,5.7,33.35,25.34,8.01
1983,117,66.08,0.1,34.32,24.31,10.01
1983,118,66.92,1.57,33.96,25.59,8.37
1983,119,76.14,24.37,31.88,25.95,5.93
1983,120,74.9,15.36,32.23,26.53,5.7
1983,121,75.13,13.96,31.69,25.98,5.71
1983,122,69.14,2.07,32.2,27.11,5.09
1983,123,73.51,4.55,32.44,25.6,6.84
1983,124,76.99,10.15,31.99,25.93,6.06
1983,125,77.27,9.99,32.63,25.41,7.22
1983,126,76.25,0.04,31.96,25.49,6.47
1983,127,79.64,0,29.96,25.51,4.45
1983,128,77.19,0.01,30.26,24.98,5.28
1983,129,78.2,0.09,30.17,24.66,5.51
1983,130,77.57,0.03,29.5,25.06,4.44
1983,131,73.09,0.04,29.84,24.65,5.19
1983,132,65.19,3.39,32.73,25.16,7.57
1983,133,69.11,0.05,31.61,25.56,6.05
1983,134,69.04,0.03,33.59,25.27,8.32
1983,135,68.16,0.1,33.9,26.27,7.63
1983,136,71.12,0.72,33.29,26.14,7.15
1983,137,76.42,1.27,31.96,26.46,5.5
1983,138,72.11,0.04,33.01,26.31,6.7
1983,139,71.73,0.22,33.9,25.35,8.55
1983,140,76.86,1.8,31.14,27.17,3.97
1983,141,75.17,5.39,31.82,26.71,5.11
1983,142,77.02,3.35,31.74,26.09,5.65
1983,143,74.98,4.68,31.27,26.3,4.97
1983,144,74.38,7.27,31.94,25.42,6.52
1983,145,61.88,0.23,36.32,25.86,10.46
1983,146,54.29,0,36.04,25.61,10.43
1983,147,60.82,0,35.78,26.78,9
1983,148,61.81,0,36.08,27.42,8.66
1983,149,65.21,0.66,35.79,27.61,8.18
1983,150,67.65,1.06,35.1,27.5,7.6
1983,151,68.49,0,34.01,28.3,5.71
1983,152,66.62,0,35.23,28.32,6.91
1983,153,70.18,0.32,33.82,28.12,5.7
1983,154,70.43,2.79,33.31,27.72,5.59
1983,155,74.72,8.08,31.19,27.02,4.17
1983,156,72.98,0,32.83,27.09,5.74
1983,157,75.08,0,32.6,27.52,5.08
1983,158,73.83,0.28,34.05,27.45,6.6
1983,159,74.12,0.72,33.17,27.82,5.35
1983,160,70.24,0.14,33.88,27.55,6.33
1983,161,68.33,0.08,33.65,27.63,6.02
1983,162,62.3,0.31,35.6,27.54,8.06
1983,163,58.34,0,36.5,27.82,8.68
1983,164,69.19,0,32,27.14,4.86
1983,165,69.72,0.37,34.36,27.37,6.99
1983,166,80.85,24.89,30.96,28.12,2.84
1983,167,85.06,34.53,30.21,27.26,2.95
1983,168,83.63,5.55,30.27,26.8,3.47
1983,169,76.82,2.4,32.09,27.48,4.61
1983,170,78.11,6.65,32.48,27.38,5.1
1983,171,79.28,4.03,33.16,27.53,5.63
1983,172,75.1,0.5,33.6,27.54,6.06
1983,173,72.13,0,34.32,27.33,6.99
1983,174,68.43,0.16,34.6,27.27,7.33
1983,175,68.7,0.14,35.75,28.2,7.55
1983,176,73.3,0.05,35.1,27.62,7.48
1983,177,72.75,0.08,33.63,27.62,6.01
1983,178,72.16,0.6,33.53,27.68,5.85
1983,179,73.08,1.33,33.2,27.83,5.37
1983,180,73.37,0.58,33.4,27.54,5.86
1983,181,77.52,0.37,33.03,27.97,5.06
1983,182,79.3,0.54,30.89,27.95,2.94
1983,183,78.81,6.46,31.43,27.68,3.75
1983,184,80.04,12.52,31.09,27.26,3.83
1983,185,81.44,33.34,31.37,26.45,4.92
1983,186,85.25,53.77,29.17,25.94,3.23
1983,187,81.93,3.22,31.28,26.3,4.98
1983,188,82.63,0.04,31.76,26.7,5.06
1983,189,81.12,0.05,31.93,26.82,5.11
1983,190,76.49,0.18,33.98,26.65,7.33
1983,191,77.47,0.17,33.18,27.04,6.14
1983,192,80.07,0,31.8,26.96,4.84
1983,193,77.47,0,32.85,26.76,6.09
1983,194,76.48,0,33.65,26.89,6.76
1983,195,75.07,0,34.54,27.22,7.32
1983,196,76.64,0,33.06,27.27,5.79
1983,197,76.05,0,33.42,27.37,6.05
1983,198,74.38,0.01,34.11,27.24,6.87
1983,199,73.93,0.44,33.53,26.81,6.72
1983,200,71.81,0.38,34.19,27.36,6.83
1983,201,72.23,0.1,34,27.54,6.46
1983,202,75.39,0.17,32.82,27.11,5.71
1983,203,77.69,1.55,32.9,27.35,5.55
1983,204,79.49,2.4,31.81,26.76,5.05
1983,205,76.92,1.5,32.74,26.81,5.93
1983,206,76.51,1.02,31.95,26.85,5.1
1983,207,76.1,0.91,31.91,26.77,5.14
1983,208,79.01,22.1,32.43,26.04,6.39
1983,209,82.01,19.6,31.34,25.91,5.43
1983,210,83.41,4.85,30.63,26.51,4.12
1983,211,85.29,11.3,31.52,26.15,5.37
1983,212,82.58,0.98,31.42,26.68,4.74
1983,213,86.35,1.42,29.84,26.71,3.13
1983,214,87.64,33.27,29.82,26.24,3.58
1983,215,90.24,32.24,28.88,26.51,2.37
1983,216,91.64,48.51,28.74,26.37,2.37
1983,217,88.56,61.44,30.25,25.91,4.34
1983,218,88.31,50.05,30.6,25.89,4.71
1983,219,83.45,2.05,31.81,25.5,6.31
1983,220,83.49,0.8,30.9,26.08,4.82
1983,221,86.15,3.65,29.92,26.03,3.89
1983,222,86.79,3.21,30.45,25.82,4.63
1983,223,88.07,1.21,30.65,25.34,5.31
1983,224,86.79,0.12,30.77,25.79,4.98
1983,225,90.06,0.05,29.2,25.57,3.63
1983,226,86.6,1.45,29.65,25.67,3.98
1983,227,86.73,3.17,31.1,25.13,5.97
1983,228,87.57,0.42,31.22,25.8,5.42
1983,229,84.01,0.92,32.09,26.1,5.99
1983,230,84.09,0.04,32.31,26.02,6.29
1983,231,85.75,0.32,31.36,25.83,5.53
1983,232,85.69,0.33,30.75,26.18,4.57
1983,233,86.21,0.09,30.4,26.23,4.17
1983,234,86.21,10.49,30.3,26.54,3.76
1983,235,87.68,45.96,30.03,26.13,3.9
1983,236,86.03,16.36,30.2,26,4.2
1983,237,88.36,6.34,29.38,25.63,3.75
1983,238,88.18,12.22,29.77,26.13,3.64
1983,239,89.69,18.39,29.22,26,3.22
1983,240,84.84,0.24,30.34,25.67,4.67
1983,241,86.11,0.06,30.44,25.39,5.05
1983,242,87.55,0.04,30.4,25.73,4.67
1983,243,87.82,0.24,30.7,25.54,5.16
1983,244,87.86,1.02,28.89,25.68,3.21
1983,245,87.44,0.06,28.99,25.12,3.87
1983,246,85.81,0.06,30.78,24.92,5.86
1983,247,89.01,0.04,30.03,25.74,4.29
1983,248,88.14,0.1,30.02,25.55,4.47
1983,249,87.94,0.63,29.55,25.37,4.18
1983,250,87.21,5.24,30.05,25.42,4.63
1983,251,87.23,6.03,30.2,25.03,5.17
1983,252,86.31,4.2,29.99,25.3,4.69
1983,253,86.42,0.24,29.63,25.25,4.38
1983,254,82.6,0.1,30.99,24.97,6.02
1983,255,86.57,0.26,30.95,24.63,6.32
1983,256,86.41,0.4,30.66,25.05,5.61
1983,257,90.28,0.04,28.25,25.72,2.53
1983,258,86,1.69,30.64,24.47,6.17
1983,259,86.42,3.19,29.48,23.67,5.81
1983,260,89.49,6.1,29.22,25.39,3.83
1983,261,88.97,12.72,30.17,25.06,5.11
1983,262,88.22,5.91,30.15,25.05,5.1
1983,263,88.73,0.5,29.85,25.14,4.71
1983,264,87.97,0.91,28.34,25.06,3.28
1983,265,85.01,1.16,29.89,24.36,5.53
1983,266,79.78,0.65,32.3,24.05,8.25
1983,267,77.49,0.5,32.5,25.79,6.71
1983,268,82.56,0.01,31.44,25.37,6.07
1983,269,85.77,0.07,30.6,24.76,5.84
1983,270,84.29,0.11,30.53,25.07,5.46
1983,271,77.36,1.33,32.63,25.18,7.45
1983,272,80.06,0.03,32.29,25.44,6.85
1983,273,85.39,0,29.23,26.47,2.76
1983,274,74.58,0,32.57,25.47,7.1
1983,275,79.65,0,31.43,26.54,4.89
1983,276,78.42,0,33.31,26.45,6.86
1983,277,84.38,0.13,30.4,26.63,3.77
1983,278,82.4,0.55,31.5,26.99,4.51
1983,279,87.86,0.97,28.86,26.81,2.05
1983,280,86.75,21.17,28.31,25.76,2.55
1983,281,87.01,39.63,28.76,25.65,3.11
1983,282,83.69,0.29,29.92,25.41,4.51
1983,283,86.19,0.8,29.59,24.54,5.05
1983,284,85.47,3.04,30.03,24.83,5.2
1983,285,79.97,0.5,29.77,25.35,4.42
1983,286,77.05,0.07,30.68,25.38,5.3
1983,287,80.84,0.07,31.15,25.79,5.36
1983,288,90.2,0.74,27.86,25.27,2.59
1983,289,81.19,6.71,29.45,24.77,4.68
1983,290,67.09,1.82,29.83,22.33,7.5
1983,291,71.17,0.08,29.65,19.51,10.14
1983,292,74.79,0,31.57,20.33,11.24
1983,293,75.24,0.16,31.51,23.37,8.14
1983,294,84.34,0.92,26.83,24.99,1.84
1983,295,72.73,1.21,31.77,23.9,7.87
1983,296,75.48,1.57,31.51,22.91,8.6
1983,297,73.91,0,31.44,24.13,7.31
1983,298,76.57,0,30.76,24.95,5.81
1983,299,66.93,0,31.28,22.36,8.92
1983,300,63.21,0,30.75,20,10.75
1983,301,67.04,0,31.53,19.66,11.87
1983,302,69.13,0,32.23,21.45,10.78
1983,303,70.21,0,33.43,23.78,9.65
1983,304,65.84,0,34.7,23.78,10.92
1983,305,64.01,0,34.26,24.08,10.18
1983,306,68.51,0,32.48,24.18,8.3
1983,307,65.98,0,32.11,21.94,10.17
1983,308,64.63,0,32.2,21.94,10.26
1983,309,64.69,0,32.14,22.58,9.56
1983,310,62.95,0,32.49,23.1,9.39
1983,311,63.52,0,30.34,23.49,6.85
1983,312,78.53,0.31,27.33,22.84,4.49
1983,313,78.76,4.7,28.27,22.75,5.52
1983,314,78.34,7.87,29,22.16,6.84
1983,315,75.96,1.23,29.6,21.2,8.4
1983,316,71.76,0.03,29.92,20.41,9.51
1983,317,69.22,0,30.14,21.06,9.08
1983,318,68.88,1.12,29.14,22.53,6.61
1983,319,72.64,1.67,29.23,23.12,6.11
1983,320,68.73,0,29.66,22.79,6.87
1983,321,60.94,0.19,29.88,22.57,7.31
1983,322,56.41,0.22,29.36,22.2,7.16
1983,323,58.81,0.27,28.6,20.3,8.3
1983,324,57.94,0.02,29.62,17.95,11.67
1983,325,56.59,0,30.27,17.59,12.68
1983,326,62.98,0,27.4,20.28,7.12
1983,327,68.79,0,29.09,20.53,8.56
1983,328,73.3,38.83,28.39,20.52,7.87
1983,329,72.39,5.65,28.46,17.54,10.92
1983,330,63.26,0,29.49,19.29,10.2
1983,331,62.13,0,28.34,19.96,8.38
1983,332,62.82,0,28.42,18.97,9.45
1983,333,58.62,0,28.57,18.19,10.38
1983,334,58.69,0,27.31,17.8,9.51
1983,335,56.33,0,27.02,18.56,8.46
1983,336,60.15,0,27.56,16.17,11.39
1983,337,56.58,0,27.88,16.5,11.38
1983,338,55.03,0,26.73,16.13,10.6
1983,339,57.79,0,26.32,14.96,11.36
1983,340,57.23,0,26.2,15.23,10.97
1983,341,57.86,0,27.24,15.98,11.26
1983,342,59.43,0,27.57,15.81,11.76
1983,343,61.95,0,27.43,15.99,11.44
1983,344,60.31,0,26.7,16.36,10.34
1983,345,60.68,0,26.15,15.53,10.62
1983,346,60.57,0,26.23,16.69,9.54
1983,347,58.67,0,27.04,15.37,11.67
1983,348,52.63,0,28.48,14.89,13.59
1983,349,50.9,0,27.12,15.08,12.04
1983,350,51.31,0,26.72,15.28,11.44
1983,351,50.26,0,26.83,14.89,11.94
1983,352,48.8,0,26.75,14.97,11.78
1983,353,50.27,0,26.33,12.97,13.36
1983,354,47.59,0,25.2,12.28,12.92
1983,355,51.06,0,26.13,12.78,13.35
1983,356,50.97,0,26.49,13.63,12.86
1983,357,48.64,0,27.79,13.75,14.04
1983,358,51.05,0,26.85,14.82,12.03
1983,359,53.55,0,26.93,14.43,12.5
1983,360,60.36,0.08,23.53,16.39,7.14
1983,361,80.34,13.34,20.91,16.24,4.67
1983,362,67.23,0.16,24.1,14.05,10.05
1983,363,62.59,0.33,23.46,11.65,11.81
1983,364,56.7,0,23.09,10.96,12.13
1983,365,50.4,0,22.54,9.86,12.68
1984,1,54.78,0,23.78,9.5,14.28
1984,2,53.78,0,24.7,11.49,13.21
1984,3,55.97,0,25.41,14.75,10.66
1984,4,58.72,0,26.12,13.98,12.14
1984,5,60.72,0,25.24,14.09,11.15
1984,6,59.26,0,25.91,13.16,12.75
1984,7,55.31,0,26.58,13.45,13.13
1984,8,55.15,0,25.81,13.87,11.94
1984,9,53.99,0,23.8,15.02,8.78
1984,10,51.21,0,24.59,15.55,9.04
1984,11,48.3,0,26.7,13.97,12.73
1984,12,50.65,0,27.05,12.11,14.94
1984,13,48.53,0,26.46,13.23,13.23
1984,14,45.91,0,26.93,13.75,13.18
1984,15,49.22,0,28.79,14.62,14.17
1984,16,52.11,0,28.9,15.67,13.23
1984,17,78.51,0.73,25.52,16.67,8.85
1984,18,57,0,24.15,13.06,11.09
1984,19,40.6,0.02,24.69,11.54,13.15
1984,20,41.41,0,25.75,11.83,13.92
1984,21,45.98,0,25.8,13.48,12.32
1984,22,42.52,0,24.84,12.07,12.77
1984,23,45.09,0.03,25.66,13.27,12.39
1984,24,51.76,0.04,26.04,13.7,12.34
1984,25,47.29,0.05,26.48,12.34,14.14
1984,26,42.42,0,27.04,12.2,14.84
1984,27,44.31,0,27.31,12.66,14.65
1984,28,45.68,0,27.83,12.63,15.2
1984,29,48.9,0,28.06,15,13.06
1984,30,44,0,27.27,15.07,12.2
1984,31,36.92,0,26.57,11.5,15.07
1984,32,39.06,0,27.25,11.67,15.58
1984,33,39.77,0,27.53,12.06,15.47
1984,34,42.2,0,29.32,12.45,16.87
1984,35,45.36,0,29.68,17.03,12.65
1984,36,52.57,0,30.06,17.36,12.7
1984,37,42.09,0,28.63,16.85,11.78
1984,38,43.23,0,26.99,15.84,11.15
1984,39,52,0,26.41,16.39,10.02
1984,40,51.72,0,26.83,15.48,11.35
1984,41,41.59,0.05,26.52,13.45,13.07
1984,42,36.95,0,29.39,13.16,16.23
1984,43,39.99,0,30.02,14.84,15.18
1984,44,48.4,0,29.08,16.28,12.8
1984,45,40.05,0,29.43,18.08,11.35
1984,46,38.26,0,28.89,17.76,11.13
1984,47,39.64,0,29.48,17.82,11.66
1984,48,37.79,0,30.6,16.68,13.92
1984,49,33.7,0,30.74,16,14.74
1984,50,34.26,0,32.45,16.86,15.59
1984,51,36.22,0,34.21,17.86,16.35
1984,52,41.29,0,33.36,18.91,14.45
1984,53,43.35,0,33.03,20.35,12.68
1984,54,39.22,0,31.46,18.44,13.02
1984,55,28.67,0,30.3,14.64,15.66
1984,56,25.92,0,29.54,13.04,16.5
1984,57,26.13,0,30.71,12.59,18.12
1984,58,23.59,0,30.31,13.73,16.58
1984,59,23.52,0,30.79,14.75,16.04
1984,60,25.18,0,31.11,16.42,14.69
1984,61,36.6,0,30.75,15.92,14.83
1984,62,51.58,0,30.99,16.22,14.77
1984,63,56.6,0,30.66,16.69,13.97
1984,64,56.26,0,31.06,16.79,14.27
1984,65,58.79,0,29.3,17.22,12.08
1984,66,53.73,0,31.84,18.9,12.94
1984,67,50.73,0,32.18,17.68,14.5
1984,68,55.2,0,32.41,18.59,13.82
1984,69,55.94,0,32.03,18.77,13.26
1984,70,57.76,0,33.1,19.22,13.88
1984,71,57.96,0,33.26,18.63,14.63
1984,72,63.08,0,32.57,19.06,13.51
1984,73,70.36,0,30.17,20.56,9.61
1984,74,64.91,0,32.47,21.05,11.42
1984,75,57.24,0,34.97,20.86,14.11
1984,76,54.62,0,35.23,21.23,14
1984,77,57.54,0,35.68,21.14,14.54
1984,78,62.31,0,34.8,21.44,13.36
1984,79,57.57,0,35.66,22.06,13.6
1984,80,55.73,0,36.5,22.6,13.9
1984,81,39.35,0,36.25,22,14.25
1984,82,24.23,0,35.23,20.3,14.93
1984,83,54.41,0,35.46,20.07,15.39
1984,84,59.34,0,34.6,20.62,13.98
1984,85,60.7,0,33.44,20.61,12.83
1984,86,61.77,0,34.05,22.09,11.96
1984,87,65.14,0.02,33.05,23.06,9.99
1984,88,68.4,0.02,33.7,23.4,10.3
1984,89,62.05,0,35.67,23.58,12.09
1984,90,62.11,0,36.06,24.01,12.05
1984,91,66.26,0,35.42,23.79,11.63
1984,92,65.53,0,35,24.16,10.84
1984,93,62.37,0.07,35.2,23.11,12.09
1984,94,66.94,0.05,34.59,23.54,11.05
1984,95,69.08,0,33.87,24.95,8.92
1984,96,70.18,0,32.41,24.98,7.43
1984,97,67.09,0,35.42,24.34,11.08
1984,98,65.7,0,34.84,23.96,10.88
1984,99,69.5,0.36,32.39,25.02,7.37
1984,100,65.07,2.17,34.61,23.89,10.72
1984,101,58.66,0.06,33.93,24.91,9.02
1984,102,40.84,0.02,37.04,23.9,13.14
1984,103,33.93,0,36.5,25.96,10.54
1984,104,28.09,0,38.55,24.26,14.29
1984,105,36.28,0,38.32,23.56,14.76
1984,106,58.21,0,36.03,24.33,11.7
1984,107,64.84,0,35.91,24.03,11.88
1984,108,67.67,0,34.82,25.9,8.92
1984,109,69.48,0,34.43,25.37,9.06
1984,110,70.36,0,33.53,25.26,8.27
1984,111,68.37,0,34.79,24.67,10.12
1984,112,61.76,0,35.19,25.02,10.17
1984,113,58.98,0.01,35.04,25.23,9.81
1984,114,62.93,0.09,34.9,25.22,9.68
1984,115,70.71,0.84,31.13,25.88,5.25
1984,116,71.71,0.1,29.86,25.35,4.51
1984,117,64.29,0.04,35.49,25.41,10.08
1984,118,68.06,0.16,34.43,26.53,7.9
1984,119,69.26,3.46,34.63,25.62,9.01
1984,120,65.41,1.25,34.33,25.02,9.31
1984,121,67.3,2.54,35.06,24.61,10.45
1984,122,66.92,2.06,34.61,24.45,10.16
1984,123,72.35,2.95,33.15,25.1,8.05
1984,124,69.87,2.26,32.76,25.16,7.6
1984,125,68.46,0.75,33.84,25.25,8.59
1984,126,69.03,0.09,33.35,25.4,7.95
1984,127,68.89,0.63,32.9,25.14,7.76
1984,128,67.83,2.08,32.12,25.28,6.84
1984,129,70.42,3.77,32.34,25.34,7
1984,130,73.37,1.9,31.48,25.22,6.26
1984,131,77.51,4.2,29.94,24.65,5.29
1984,132,72.34,3.76,31.69,24.58,7.11
1984,133,67.09,0.47,33.26,25.56,7.7
1984,134,73.04,11.55,30.62,25.19,5.43
1984,135,78.76,14.74,31.24,25.51,5.73
1984,136,74.68,4.6,32.43,26.54,5.89
1984,137,75.04,13.33,33.15,26.43,6.72
1984,138,79.96,16.42,31.69,26.21,5.48
1984,139,72.09,0.17,33.3,26.05,7.25
1984,140,73.84,0.24,32.8,26.42,6.38
1984,141,70.58,0.14,34.17,26.62,7.55
1984,142,74.15,0.04,34.74,25.85,8.89
1984,143,71.98,0.02,34.36,26.31,8.05
1984,144,72.1,0.38,33.62,26.94,6.68
1984,145,71.63,0.96,33.39,25.98,7.41
1984,146,70.94,1.22,34.62,25.79,8.83
1984,147,74.43,3.13,33.05,25.61,7.44
1984,148,76.25,5.21,31.84,25.47,6.37
1984,149,71.1,3.21,34.37,25.91,8.46
1984,150,67.65,0,33.31,27.45,5.86
1984,151,67.84,0.22,34.81,27.92,6.89
1984,152,67.22,0.15,35.19,27.87,7.32
1984,153,78.95,0.02,31.11,28.09,3.02
1984,154,75.12,0.01,30.81,27.19,3.62
1984,155,69.87,5.47,34.35,27.29,7.06
1984,156,78.65,18.57,32.38,26.42,5.96
1984,157,83.99,18.83,29.74,26.72,3.02
1984,158,76.58,7.09,32.6,26.24,6.36
1984,159,74.47,7.23,34.4,25.99,8.41
1984,160,69.18,3.39,34.23,26.24,7.99
1984,161,74.52,0.9,33.63,26.09,7.54
1984,162,69.68,0.38,33.92,25.71,8.21
1984,163,67.91,0.11,35.37,27.45,7.92
1984,164,66.59,0.09,36.1,27.9,8.2
1984,165,71.65,0.14,33.75,28.07,5.68
1984,166,71.24,1.66,34.1,27.57,6.53
1984,167,77.31,7.47,32.73,27.19,5.54
1984,168,80.39,12.47,31.49,27.12,4.37
1984,169,80.09,16.87,31.67,27.05,4.62
1984,170,85.91,21.96,30.89,27.19,3.7
1984,171,90.39,28.05,28.88,27.16,1.72
1984,172,89.01,39.33,29.92,26.78,3.14
1984,173,88.12,15.37,29.21,26.71,2.5
1984,174,80.89,0.69,31.43,26.04,5.39
1984,175,83.74,9.79,31.45,26.54,4.91
1984,176,86.77,13.18,29.83,26.08,3.75
1984,177,83.97,2.22,31.4,25.72,5.68
1984,178,82.82,10.44,31.62,25.81,5.81
1984,179,82.65,4.35,31.55,25.7,5.85
1984,180,85.48,7.8,30.28,25.77,4.51
1984,181,80.56,0.17,31.74,25.22,6.52
1984,182,80.1,0.11,32.58,25.36,7.22
1984,183,83.38,0.35,31.8,25.44,6.36
1984,184,83.88,1.1,31.38,25.57,5.81
1984,185,83.17,1.48,31.36,25.64,5.72
1984,186,82.37,0.03,31.69,25.86,5.83
1984,187,81.3,1.08,31.73,25.83,5.9
1984,188,80.97,3.24,31.69,25.65,6.04
1984,189,82.53,2.84,31.39,25.66,5.73
1984,190,80.82,0.47,32.07,25.76,6.31
1984,191,83.16,3.01,30.27,25.51,4.76
1984,192,81.32,4.3,31.66,25.72,5.94
1984,193,84.23,30.11,30.11,25.79,4.32
1984,194,86.05,34.58,29.62,25.25,4.37
1984,195,84.88,0.44,29.66,25.22,4.44
1984,196,90.77,22.3,28.09,25.97,2.12
1984,197,88.59,48.92,28.87,25.15,3.72
1984,198,83.24,36.21,31.44,25.19,6.25
1984,199,87.92,10.95,29.74,25.71,4.03
1984,200,86,1.39,30.75,24.97,5.78
1984,201,85.53,0.17,30.92,25.14,5.78
1984,202,85.13,0.37,30.52,25.48,5.04
1984,203,84.78,1.03,30.55,25.88,4.67
1984,204,84.7,4.33,30.37,25.72,4.65
1984,205,85.75,17.22,30.44,25.2,5.24
1984,206,86.94,36.75,30.72,24.89,5.83
1984,207,85.52,0.68,29.8,25.47,4.33
1984,208,87.39,2.27,27.95,24.89,3.06
1984,209,85.96,0.3,30.46,25.13,5.33
1984,210,86.08,0.08,30.86,25.37,5.49
1984,211,85.43,0.02,29.9,25.5,4.4
1984,212,80.24,3.04,32.78,25.83,6.95
1984,213,84.64,5.3,31.08,25.69,5.39
1984,214,85.44,1.62,29.07,24.72,4.35
1984,215,84.63,6.07,30.41,24.63,5.78
1984,216,86.68,16.19,30.2,25.37,4.83
1984,217,86.97,6.9,30.59,26.25,4.34
1984,218,84.86,5.82,31.5,26.26,5.24
1984,219,88.85,2.94,30.75,26.53,4.22
1984,220,87.88,9.78,30.41,25.82,4.59
1984,221,85.96,2.33,30.71,25.14,5.57
1984,222,85.41,7.46,30.89,24.88,6.01
1984,223,86.18,6.16,30.59,24.86,5.73
1984,224,84.88,1.65,31.23,25.45,5.78
1984,225,84.46,0.14,31.37,26.37,5
1984,226,80.14,0.22,33.39,25.95,7.44
1984,227,81.54,0.62,32.8,26.51,6.29
1984,228,83.01,0.13,32.28,25.66,6.62
1984,229,87.54,4.14,29.41,25.54,3.87
1984,230,84.57,4.01,30.45,24.94,5.51
1984,231,83.91,3.48,31.11,25.33,5.78
1984,232,82.84,4.4,31.31,25.84,5.47
1984,233,82.43,5.49,31.14,25.73,5.41
1984,234,83.47,3.05,30.72,26.55,4.17
1984,235,84.91,5.8,30.88,26.34,4.54
